Comment;Evaluation
No minimo  esse  juiz Danilo Pereira Júnior já estava de plantão a serviço do @STF.;
Os fascistas estão espumando pela boca ;
Já assistiram o filme uma noite de crime? Era tudo que eu queria nesse país.;
kkkkkkk morri! E quem dizia que ele apodreceria na cadeia? Toma!!!;
É L....u....L.....A de novo nos braços do povo. Vem meu presidente!!! Ainda dá tempo de salvar o país.;
VEM LULINHAAA ;
"Olho por olho meu querido.
";
Oooooi!!!! A mortadela voltoooooô!;
 BOZOLÓIDES em depressão!!!!;
Solta agora mesmo o LuIa, a jararaca tá solta, b a b a c a s, quem ri por último ri melhor, agora o LuIa vai poder se casar, vai poder colocar a roIa na sua nova esposa, colocar roIa na direitalha, esses velhos patifes da política que precisam desde agora serem derrubados do poder com toda força. Ah, sim, lembrando a todos: Agora sim temos uma oposição no Brasil! Porque antes não precisávamos, o Bozo mesmo ateava fogo em si mesmo, imundo!;
"O  BRASIL  É  HOJE  UMA  FENIX DAS  CINZAS  HISTÓRICA   !!!   LUIZ  INÁCIO L""ULA DA SILVA   É  MAIS  HONESTO  QUE  TODOS  QUE  APERTARAM   17    !!!   VIVA   A  DEMOCRACIA   !!!   VIVA   O  STF    !!   VIVA  A  SOBERANA  CONSTITUIÇÃO  FEDERAL  DE  1988    !!!  SOU  BRASILEIRO  COM  MUITO   ORGULHO  E  COM  MUITO  AMOR   !!!";
O lulão voltou o lulão voltou ;
País vergonhoso! Deveria ser preso em primeira instância esse bandido! ;
Parabens STF, a brincadeira esta so começando! Tristre decisao!;
Vamos parar o Brasil se soltarem estes Vermes e mostrar ao STF que quem manda no PAIS somos nós contribuintes e vamos parar o BRASIL se for possível  GREVE geral . se eles podem vamos pedir para soltar Marcola, Beira Mar, Marcinho PV e outros de Facções que estão presos  ;
bom se vai liberar o chefe entao que abra as portas das cadeias pois todos que estao la tem esse direito correto?vamos liberar todos ate se esgotarem os recursos, cabral. dirceu, beira-mar e cia.;
Mudaram as leis para soltar o larápio.;
LuIa tá solto, BABAKAS  !;
O candidato foi afastado injustamente da eleição. Deveriam anular a eleição anterior e fazer nova eleição, pois todos votaram a contragosto num quebra-galho por falta de opção.;
"Decisão tomada para defender criminosos do colarinho branco e corruptos. Não se deve confundir presunção de inocência com
 persecução criminal e o trânsito em julgado. A persecução criminal começa logo após a ocorrência do fato, assim como,  a presunção de inocência. Esta é cláusula pétrea,  aquela, um dever do Estado. O estado não pode tirar do cidadão o direito de negar o crime, por isso a presunção é absoluta num primeiro momento, mas vai perdendo força com o andar do processo, com o surgimento de provas e a verdade real dos fatos, ";
UMA CONSTITUIÇÃO FEITA POR BANDIDOS, PARA BENEFICIAR BANDIDOS.;
Fazem tudo isso porque sabem o povo que tem. Pobre Brasil.;
Descanse em paz, Brasil.;
"Luto!!!!
";
"Hoje eu reconheço a frase: ""No Brasil. o crime compensa!""";
Viva o STF, isto é Brasil......sil ....sil;
Ontem o STFlixo deu carta branca ao crime.;
É o sistema só os alienados fica nessa guerra de esquerda e direita.;
Os próximos serão Marcola, Fernandinho Beira Mar e muitos outros. ;
Até me surpreendeu ele ficar esse tempo todo na cadeia, achei que iam libertar em dois dias. Rs. Palhaçada, mas enfim... isso é brasil;
Se eu fosse um Juiz sairia soltando todo mundo para a sociedade perceber o Supremo que nós temos!!!;
"BRASIL O PAÍS DA IMPUNIDADE ONDE ESTÁ PROVADO QUE O CRIME COMPENSA PARABÉNS STF ACABOU COM A DIGNIDADE DE QM TRABALHA HONESTAMENTE!!!!!!!!
";
"BRASIL O PAÍS DA IMPUNIDADE ONDE ESTÁ PROVADO QUE O CRIME COMPENSA PARABÉNS STF ACABOU COM A DIGNIDADE DE QM TRABALHA HONESTAMENTE!!!!!!!!

";
O jatinho já está esperando o ex-presidente mais pobre que já tivemos?;
"JÁ TEM UMA FILA  QUILOMÉTRICA PARA O PEDIDO  DE DESCULPAS  AO  L""ULA   !!   ELE  É  MAIS  HONESTO QUE  TODOS  QUE  APERTARAM  17   !!!";
NÃO ESQUEÇAM DE MANDAR DESINFETAR O APARTAMENTO EM QUE ELE ESTAVA PRESO.;
STF , VERGONHA NACIONAL, VOCES ESTÃO DESTRUINDO O BRASIL. ENTRARÃO PARA HISTÓRIA COMO INIMIGOS DO BRASIL.;
The End!!!;
Criminoso solto, parabéns ao STF que está do lado dos bandidos. Agora vão condená-lo pelo sítio de Atibaia também e não será preso, viva impunidade!;
FESTA NO BRASIL INTEIRO ;
coms esta corja do STF. o crime compensa...;
E assim falece a justiça no Brasil! Meus pêsames a todos os brasileiros que clamam por justiça!;
Aí você vai me dizer que não compensou ficar um ano e pouco na prisão? Lógico que compensou. Não chega nem perto de tudo cometeu de ilícito. Valeu e valeu muito! Que vergonha... ;
RAPIDINHO NÉ TUDO COMBINADO E DENTRO DOS CONFORMES, AGORA ESSEVERME QUE SE PREPARE PROINFERNO QUE TERÁ FORA DO HOTEL DA PF!;
Mulla Livre! Ihuu;
Brasiuuuuuuu. Vamos matar e roubar, compensaaaaaa! ;
"Se já estava uma zona....
Agora vai virar mais, Brasil espelho da Venezuela :-(";
Salve a Constituição Brasileira!;
Sai Lulalá, entra Mororó! Viva a democracia Brasiliera!;
Convite máximo ao exílio UMA VERGONHA ESSE PAÍS! UMA VERGONHA O STF! OFFICE BOYS DO CRIME! ;
o circo se confirmou, nem esperam esfriar a decisão dos bandidos de capa do STF, país ridículo. ;
E daí General Heleno vai ficar só no blá blá blá!?;
Foi mais fácil mudar a lei do que provar a inocência do verme!;
Ele que se prepare pq da justiça divina ninguém escapa! ;
Grande dia! ;
"O FLÁVIO QUEIROZ DEVE ESTÁ ALEGRE.
";
 Os bozoloucos estão revoltados dizendo que soltou um criminoso,só que é o criminoso do Fláviobozo que está no senado e o fascista do Eduardobozo que faz menções a ditadura ;
Soltem o Pai dos pobres Urgente e Imediatamente, dar a jararaca liberdade para falar e ir aonde quiser agora, pois a liberdade é para os bons e a cadeia são para os que praticam a maldade ê sim,;
Brasilixo República de Canalhas!;
essa perca para a sociedade vai ser sentida lamentaveu essa decissão. ;
Isso nunca vai ser um país sério. Fato!;
Bozo bota a milicia em cima dele.;
Obaaaaa já posso comprar fiado de novo?????;
Brasil, o país da impunidade. Trágico demais. ;
bozo surtando em 3,2,1....;
Esse é o Brasil, sem mais para o momento...;
Vergonha Brasil esse bandido solto!!!;
Fogo no STF...;
"Se você entende que o ""crime compensa"", a escuridão, como destes que serão soltos, também assola teus corações. ";
Ordem do chefe foi cumprida .;
APROVEITA BANDIDÃO, JÁ JÁ VOCÊ VOLTA! ;
VIVA O BRASIL !!!! POVINHO NOJENTO QUE COLHE O QUE PLANTA ! ;
SEGUREM AS CARTEIRAS ;
"Amanha terá manifestações do mbl em todo o país !!!!!!!!!
Vá às ruas !!!!!!!";
Intervenção militar. Intervenção militar. Intervenção militar. Intervenção militar.;
Batam palmas mesmo pro cara que mais roubou vcs... cada povo tem os governantes que merecem... no governo dele só banqueiro e construtora cresceu e o tonto do pobre acha q ele fez alguma coisa... olhem as estatísticas de pobres e miseráveis no governos do PT e vejam se aumentou ou diminuiu....;
PARA ESSE LARÁPIO, É MUITO MAIS FÁCIL MUDAR A LEI, DQ PROVAR SUA INOCÊNCIA... COVARDE... VEM PROVAR COMO VC ESTÁ NA RUA....;
Está parecendo a cena em que preferirão um bandido que a Jesus. Soltaram Barrabás....;
Saidinha de bandido ? Temos ;
a constituiçao feita pela OAB é uma vergonha....;
Se esse país fosse sério...quebravam tudo hoje! Fica comprovado que somos o povo mais idiota da terra!!!;
Fora Bozo ....;
Podem soltar tbm todos os criminosos, Ta liberado! Brasil vergonha! ;
so nao adianta chorarem a morte de uma crianca na favela e pedir ao mesmo tempo p soltar condenados em 2 e 3 instancia;
"contrata-se sniper
";
O Brasil é a vergonha do mundo....;
CORRUPÇÃO PURA. BRAZIL ACABOU. O ÚLTIMO WIE SAIR DO PAÍS FECHA LOGO AS PORTAS. ;
"Espero que a real justiça brasileira , tenha a mesma rapidez que o stf teve em julgar os hb do criminoso e que se cumpra as demais instâncias em tempo recorde..
";
Vai subir as ações da pinga 51!;
Aproveita a oportunidade justiça brasileira e solta o Cunha também;
temos que prender milicianos conhecidos do rj.Esses sim são bandidos;
"O diabo o levou a um lugar alto e mostrou-lhe num relance todos os reinos do mundo.
E lhe disse: ""Eu lhe darei toda a autoridade sobre eles e todo o seu esplendor, porque me foram dados e posso dá-los a quem eu quiser.
Então, se você me adorar, tudo será seu"".

Lucas 4:5-7";
Os assassinos de Marielle poder recorrer em liberdade também?;
se ficar com raiva bozominio morde as costas és...;
Um passo para a frente e dois para trás.....É Brasil.;
As pessoas que não tiverem satisfeita (estão dizendo que estão com nojo) poderão deixar o Brasil livremente. Eu também estou decepcionado, até fiz arminha aqui, mas não resolveu nada.;
"AGORA FICOU BOM..KKK LULADRÃO SOLTO..KKK, JUNTO COM ELE MAIS DE CINCO MIL BANDIDOS IRÃO AS RUAS, MATAR, ESTUPRAR, ROUBAR...ENFIM, BRASIL SENDO BRASIL.
JUSTIÇA BRASILEIRA É UMA VERGONHA..";
Vergonha desse país imundo;
SOS FFAA;
Quem manda nesse país é  a Constituição ! Não tem mídia,militar aposentado querendo dar palpite ...;
Leis nesse país são feitas para beneficiar bandidos e malandros.;
Agora é torcer para o câncer voltar.;
É HUMILHANTE PARA ELE... SAI MAS NÃO PROVOU (E NUNCA VAI PROVAR) SUA INOCÊNCIA...;
parabéns a nossa corte;
Pior que tem gente que está torcendo pro país pegar fogo. Só esquecem que todos estamos dentro do mesmo país.;
Sabe o que dá vontade....de fuzilar este bando de gente que não contribui com a economia do país!!! E tem mais será que eles sabem cantar o Hino Nacional?;
"ESSE É O BRASIL
";
"Se 2 indivíduo comentem os mesmos crimes, mas um deles tem
dinheiro e poder, conhecimento políticos, o beneficiado é o segundo
e vai recorrer até envelhecer e escapar da prisão.
vergonhoso o que esses ve. r- mes fizeram ontem.
- Advogados de porta de cadeia. Quem defende bandido, bandido é!";
Ninguém está livre de um assalto , um estupro , um sequestro , quem sabe a justiça de verdade seja feita e esses 6 ministros incompetentes passem por uma situação dessas com eles ou com algum parente próximo e veremos qual a atitude deles com os bandidos.;
É MUITA PALHAÇADA ESSE STF TODOS BANDIDOS DE TOGA;
O carnaval esse ano começou mais cedo.;
Solta logo essa D.E.S.G.R.A.Ç.A, esse D.E.M.Ô.N.I.O.;
Justica tarda mas não falha...;
Dá vergonha ser brasileiro. ;
parabéns aos bandidos do STF ;
Aqui o crime compensa!;
Luto.;
O único crime que ele cometeu foi matar...matar a fome de milhões...;
"Lavagem de dinheiro parte 2 "" O retorno"" 
Estreia no CINEART        :-)";
Vergonhoso;
Vergonha mundial que estamos passando neste momento. Lamentável...;
Infelizmente, mais uma derrota para o cidadão de bem e para nossa pátria amada chamada Brasil. ;
isso vcs cobrem né;
Vamos comemorar Brasil, 5 mil bandidos condenados em 2 instâncias estarão nas ruas a partir de hoje. Este é o nosso BRASIL, comandado pelas organizações criminosas.;
Neste país o crime compensa e muito!;
Sinto vergonha.;
O Barrabás da caatinga será solto, como há dois mil anos. Mais uma vez, o rei dos Ladrões sai vitorioso.;
Só dá petezada nesta página;
Eu tenho vergonha de ser brasileiro. Uma justiça dessas, pinta a nossa cara de palhaço e mete a mão na nossa carteira com louvor. LUTO! ;
O STF, acaba de soltar 5.400 Criminosos e 256 políticos corruptos, uma GRANDE VERGONHA AO BRASIL.;
Viva!!!! Grande dia!!! ;
nojooooooooooooooooooooo ;
"Espero que quando ele voltar. E vai voltar; vai ser para um presídio comum";
Viva o brasil nova Venezuela ;
BRASIL ,TERRA SEM LEI ...BRASIL O PAIS DA CORRUPÇÃO .QUE VERGONHA MEU DEUS .;
A impunidade reina neste país, que Deus tenha misericórdia de nós. ;
Agora sim, o Bozo vai tremer nas bases.;
"comício domingo... atores , cantores , MST , STF e outros .. parabens 
";
Esse país precisa mudar de nome República Federativa da Piada Brasileira;
Agora vai ficar do jeito que os 6 pilantras do STF queriam. Todos preocupados com a disputa partidária e se esquecem do Gilmarzão, do Toffoli e de suas respectivas esposas investigadas por lavagem de dinheiro!!!!!!  Eita Brasil !!!!!;
Moro mexendo os pauzinhos em 3,21...;
agora e prender os milicianos de Queiroz;
L U L  A D R Ã O;
Só queria deixar meu salve aos bolsominions aqui. Um abraço, o choro é livre :v;
Olé olé olé olaaaaa ...../;
Sem comentários. País ridículo.;
"Justiça já é morosa, com essa decisão então, só vai triplicar
os pedidos de recursos a serem julgados e tome tempo e dinheiro
para os advogados de porta de cadeia. Quem defende bandido, bandido é.";
Corja, vergonha desse STF;
Vergonha mundial! Brasil sendo Brasil na essência... zil....zil..zil...zil...;
DESGRAÇA. ;
Nunca mais será preso e vai ficar zoando e se divertindo com o dinheiro que nos roubou ;
Foi bom enquanto durou!...me diverti muito.;
Numa hora dessas Ustra não está vivo pra dialogar com esse bandido antes dele sair da cadeia;
Fora jair bolssademerda!! ;
Aperta o 17 e relincha;
Foi mais fácil mudar a lei, do quê a alma mais honesta provar a inocência.;
Soltar todos que foram vítimas das bandidagens do MORO e DELTAN, no País existem leis e tem que cumpri-las, ninguém acima da lei, nem muito menos MORO E DELTAN ;
VERGONHA!!;
O Brasil, é um circo armado a 500 anos, os palhaços somos nos, ainda tem gente que vota e gosta  de ser fantoche viva o STF;
BRASIL TERRA DE NOJENTOS PARABENS JUIZES E MINISTROS LADROES COM CERTEZA MUITOS DORMIRAM MUITO MAIS RICO HOJE;
Agora é tomar cuidado para o hipnotizador de burros não manipular um quebra quebra ala chile...  ;
DUVIDO que o comando geral das forças armadas não está revoltado, DUVIDO...;
Agora L.u.L.A, é arregaçar as mangas e reconstruir o país!!!;
Mesmo com a idade avançada, será novamente o Presidente do Brasil, que vê, é só está vivo até lá.;
O BRASIL É UMA VERGONHA !!!!! Terra da impunidade!;
VERGONHA Mundial.., o maior assaltante solto.., $TF, traidores da democracia e do Brasil.;
Um cabo e um soldado URGENTE.............;
Cambada de pilantras!;
"Esgotou o estoque de mortadela nas padarias em Curitiba, o que será que aconteceu?
";
Até os militares já pedem a volta do Barbudo para botar a casa em ordem. FATO ! ! !;
Estou indo embora do Brasil, Prefiro a Coreia do Norte. ;
Justiça rápida,  não é mesmo ? Normalmente esperamos anos por uma decisão...;
Brasil sendo Brasil... Piada!! Que vergonha desse país... ;
e os ladroes de galinha também já vão sair?;
Se o molusco sair da cadeia tem que ter a tornezeleira, se não foge pra Cuba kkkkkkkk;
o cara fez o que fez com o Brasil e fica só 1 e 7 meses na cadeia, que piada;
Kkkkkkkkk - tomem seus anti-acidos - se segura, Dallagnol;
agora, na pior das hipoteses, ele ira para a Argentina...;
acabou a mordomia, cama,comida, luz, água  e segurança 24hs, tudo no 0800, acabou as ferias,;
Parabéns Sr Juiz Dr Danilo Pereira Júnior, L.u.l.a., Livre 2022, OK.;
sendo assim, todos os presos que ainda não foram julgados podem ser soltos.. Olha só no Brasil isso acontece..;
Pena eu não ter condições de ir embora daqui...um país onde o crime compensa, não pode ter um bom futuro para minhas filhas, infelizmente. ;
O Filho do Brasil esta solto, BABAKAS !!! ;
Pronto. Já abriu uma vaga para a FA-MILÍCIA BOZORATOS.;
stf acaba de determinar: roubem a vontade politicos brasileiros que vcs jamais serão presos ou cumprirão pena em um prisão. justiça brasileira.afff q vergonha de ser brasileiro.;
um absurdo isso,cada vez fico mas triste com esse supremo.;
 STF  câncer do Brasil;
"O povo brasileiro parece mesmo que adora ser de terceiro mundo!!!
IDOLATRANDO UM BANDIDO!!!";
O povo de bem tem que se mobilizar e ir para as ruas exigindo que mudem a Constituição no aspecto que deixou brecha proposital para esse tipo de imoralidade. A Constituição foi feita por políticos, então podemos concluir o que colocaram lá. POVO NAS RUAS JÁ.;
Não podemos confiar cegamente na justiça e sim pressionar o congresso para colocar em votação em regime de urgência, emenda constitucional de prisão em segunda instancia!;
O crime para quem tem $ compensa. ;
mas na testa continua escrito : CHEFE DE QUADRILHA;
Pessoal. Se os juizes nao fazem justiça nesse país, o povo é que deverá fazer. Voce sabem o que devem fazer. Voce que está lendo, sacrifique-se pelo bem comum.;
Este é o Pais da Impunidade ...como podem soltar o maior bandido da historio brasileira....e tem gente que ainda apoia...tem brasileiro que é além de cego burro demais;
"o que tem de bandido rindo dessa comedia chamada supremo, que de supremo nao tem nada, fico imaginado onde estao os alienados militares que nao se acovardam diante de tamanha dessonrra pelo nosso pais causado por bandidos travestidos de juizes usando uma toga.
o infernos os aguardam ministros bandidos porcos imundos";
Quero ver as baratas comendo a carne deste seboso ainda;
"Soltar o criminoso sem ele pagar pelos seus crimes só faz aumentar a ira da população contra o infeliz. A partir de hoje sua vida vai depender da vivacidade dos seus seguranças, assim que bobearem ele tomba.
";
Agora teremos graves agitações nas ruas. Viveremos momentos de pertubacao da ordem ;
Que vergonha de ser brasileiro, aqui o crime compensa ;
Vergonhaaaaaaaaaa;
Brasil ladeira abaixo!!!;
BRASIL, AQUI SE FAZ E AQUI NÃO SE PAGA.;
Alô justiça brasileira! Julga aí aquele meu pedido de liminar de 2014.;
Se fosse num país sério o povo estaria na rua quebrando tudo até voltarem atrás...;
Vamos parar o Brasil GREVE GERAL vamos mostrar ao STF que quem manda aqui é o povo Brasileiro. CAMINHONEIROS vamos parar TUDO. Se eles podem sair assim vamos soltar MARCOLA, FERNANDINHO BEIRA MAR, MARCINHO VP. e outros das FACÇÕES. vamos nos unir agora é a hora e mostrar que o povo é quem da as cartas ;
METE O FERRO LULINHA;
Orgulho do Brasil......aqui pode tudo.....;
Srs se preparem, a anarquia está instalada em nosso país!!! Quem comemora está decisão não tem noção do prejuizo que trar a todos!!! Acho melhor estudarem bem o caso.;
"Plageando aquele terrorista argentino que ficou famoso em Cuba...""Viva la Corrupción"".";
PT acima de tudo, luta de classe acima de todos;
O legal vai ser ve-lo sendo preso novamente. Será a maior alegria.;
Dia feliz.......Bozopatas piram !!!;
O que estão fazendo com o país é HUMILHANTE, TRISTE E DESMOTIVADOR! Isso é um tapa na cara e um deboche para esta população tão sofrida que os maus políticos fazem questão que seja! America Latina indo para o buraco de vez!;
o un1co p4is do mundo que tem um lad4ao como herói;
Dois ladrões soltos já.  Escondam as carteiras.kkj;
seria uma pena se um caminhão passasse em cima;
Os outros milhares de presos estão sendo soltos com tanta 'celeridade' como o 9 dedos  r a t o ?;
hoje é um dia negro na história do brasil,virou LEI pelo stf que bandido rico e poderoso nao pode ser preso,so bandido pobre que merece cadeia,é o fim dos tempos  qdo ser honesto é que era bom ,o crime compensa para os ricos.;
V E R G O N H A !;
Como a justiça andou rápido né?;
Mas que dia horroroso para ser um Bozo! KAKAKAK;
Batam palmas mesmo pro cara que mais roubou vcs... cada povo tem os governantes que merecem... no governo dele só banqueiro e construtora cresceu e o tonto do pobre acha q ele fez alguma coisa... olhem as estatísticas de pobres e miseráveis no governos do PT e vejam se aumentou ou diminuiu....;
UH PAPAI CHEGOU!;
Vai sair da cadeia, mas ainda assim será  ex Presidiario, o Cpf continua fichado.  E o pai dos pobres continua milionário . ;
Só sai no tapetão, band1do miserável.;
"que vergonha, alguem poderia explicar, pois sou leigo, mas os recursos são praticamente infinitos, podem durar quantos anos?
";
Se não fizerem uma guerra pra eliminar esses comunas...esse pais ja era...;
"O Brasil não tem jeito não, não adianta.
Isso aqui só vai ir pra frente com ditadura.
Torço por um golpe, sem condições.
";
CIRCO JÁ ARMADO E PREVISTO, POBRE PAÍS ONDE CRIMINOSOS TEM MAIS VALOR DO QUE AQUELES QUE REALMENTE PRODUZEM. ;
O primeiro, que sair vai dar condição e direito de outros bandidos estupradores assassinos, assaltantes saírem da cadeia. Parabems STF fez o que seus companheiros pediram e mandaram. o Povo que se vire agora. ;
Meu Deus, que vergonha de ser Brasileiro, eu e minha familia que somos tão honestos e trabalhadores , vendo a injustiça vencer a Justiça, chegamos ao fundo do poço.;
TRANQUEM AS PORTAS. FECHEM AS CARTEIRAS.FICA A DICA!;
Chorem naz istas brasileiros.;
Estão felizes agoraSTF soltaram seu chefe, LadrãoAssassino.;
Daqui a alguns anos será ensinado nas escolas, que o dia de hoje foi um dos dias mais absurdos de nossa recente história, para que nunca mais possa se repetir. Brasil sempre será maior que qualquer bandido !!!;
Viva bozonauroo!!!e os bostanistas!!!;
O CRIME PARA QUEM TEM $$$ COMPENSA ;
ÉH,  O  BRASIL  .AGORA  FICA  MAIS  FORTE  COMO  PAIS  DOS  CORRUPTOS.  SE  CONCRETIZOU. BANDIDO  TEM  MAIS  VALOR. ISSO  E  BRINCAR  COM  A  CARA  DO  POVO  QUE LUTA POR UM PAIS  MAIS  HONESTO.;
Chorem.. ;
JUIZ  DE  VERDADE  É  ISSO   !!!  ELE  NÃO  IGUAL  O  EX-JUIZECO  QUE  IRIA  ESPERAR  COMEÇAR  O  JORNAL  NACIONAL  PARA  DAR  A  DECISÃO   !!!   O  BRASIL  ESTÁ  SENDO  VERDADEIRAMENTE  BRASIL  !!   PARABÉNS  STF   !!;
Hora dos boinas verdes agirem....;
"Black friday.. vai curintia kkk
";
Vergonha! Que país mais sujo é esse! ;
Já posso compra cachaça e mortadela fiado???;
Nojo desse país de marda!!!;
Brasil, país que protege bandidos, principalmente alguns do STF. As vezes fico bravo e me questiono: porque o Brasil foi colonizado pelos portugueses? deveria ter sido colonizado pela Alemanha, Itália, Inglaterra, EUA, Japão ou pela França. Esses políticos e alguns do STF são um câncer para nosso país. ;
Está feia a coisa, de um lado a família do outro o molusco, coisa está braba.;
Todo mundo sabia que isto ia acontecer, parabéns aos minsitros do STF como sempre  fizeram seu trabalho direitinho.;
A decisão do STF vai favorecer os políticos corruptos, e os bandidos de colarinho branco em especial. Difícil o congresso, ou presidente, ou alguém querer mudar, todos serão favorecidos, menos a sociedade. Teremos muita falácia e poucas atitudes.;
Se alguém quiser se explodir pela pátria, tenho um bom local para indicar, cheio de ministros......;
Isso ai Brasil , o povo não merece tanta filhadaputagem!;
ESSE É MEU BRASIL!! VERGONHA;
Viva a democracia na República dos Bananas! que volte logo a Panem et Circenses... Que alguns tanto desejam.;
Quem achou que o Bozo não gostou dessa decisão está redondamente enganado.  ;
"Superior
Tribunal
FRAUDULENTO";
O crime compensa.;
"Agora sim que os telefones de juízes e ministro serão invadidos
";
Mil vezes lamentável!! Essa é a hora dos brasileiros que trabalha e paga imposto deixar esse país, até porque isso aqui vai virar uma Venezuela e uma praça de guerra!!!;
Mil vezes lamentável!! Essa é a hora dos brasileiros que trabalha e paga imposto deixar esse país, até porque isso aqui vai virar uma Venezuela e uma praça de guerra!!!;
No Brasil compensa ser bandido.......;
Mil vezes lamentável!! Essa é a hora dos brasileiros que trabalha e paga imposto deixar esse país, até porque isso aqui vai virar uma Venezuela e uma praça de guerra!!!;
"Alguém aceita PIZZA?
";
Os bandidos estão pulando de felicidade !! É a festa do crime domingo na paulista.;
"PRA  QUEM GOSTA DE BANDIDO SOLTO ; PODE FESTEJAR!";
O HOMEM MAIS HONESTO DO PAIS, com dezenas de advogados não conseguiu demonstrar a inocência. Para ser libertado MUDOU A LEI. Isso É PODER!!!;
"Não sei porque essa euforia  toda 
para recepcionarr um presidiário saindo da cadeia, esse aí já era , defunto político, cada dia que passa o antipetismo aumenta.";
"CORRIGINDO O ANTERIOR: TODOS OS LADRÕES DO MUNDO PODEM VIR PARA O BRASIL. AGORA LIBEROU GERAL. AQUI É O PARAÍSO PARA OS CRIMINOSOS PRINCIPALMENTE SE FOREM PODEROSOS. OS AMIGOS NO STF E A OAB GARANTEM A ALEGRIA DE TODOS. A TEMIDA LAVA A JATO AGORA SE TORNOU ""LAVA AD ETERNUM""";
PROCURANDO NA FOTO ONDE ESTÃO OS MINISTROS DO STF.............VAI DIZER QUE NÃO FORAM LÁ PESSOALMENTE RECEPCIONAR O AMIGO?????................NEM O AMIGO DO AMIGO DO MEU PAI, FOI?????;
"Que a guerra civil começe...Meu varal de pendurar comunista e bandido ja esta armadinho!!!So esperando os ""mortandela""";
Os donos de fabrica de mortadela estão dobrando a produção depois dessa noticia ;
Começo do fim .;
"""Abra-se cadabra-se a prisão""!";
Quero ver é escapar da justiça de Deus.!!!;
"STF DEVE TA AMEAÇADO DE MORTE PARA TOMAR UMA DECISÃO ABSURDA DESSA
 ";
Esse país ta dominado pela marginalidade e começa pela mais alta corte do país! Vergonhoso!;
O LuIa tá Livre B A B A C A S !!!;
NA HORA QUE O CHICOTE COMEÇAR A ESTALAR , NÃO ADIANTA RECLAMAR QUE O BICHO VAI PEGAR!!!!!!;
Meu Deus!!!!;
Pelo menos agora o Luladrão não fica gastando dinheiro público pra manter ele na polícia federal . Agora terá que andar com capangas pois corre sério risco nas ruas .;
JÁ RAIOU A LIBERDADE NO HORIZONTE DO BRASIL, OU FICAR A PÁTRIA LIVRE OU MORRER PELO BRASIL ! ! !;
Brasil feliz.....soltaram nosso pai !!!;
Vamos....vamos.... acabar com a familicia...;
"Obrigado STF pelo circo; porque os palhaços somos nós!!!";
Brasil é piada no mundo todo... INCRÍVEL !;
que perigo estamos correndo risco de sermos roubados o maior bandido  o lulalau e seus cumplices estao soltos ;
Acabou de vez o sossego do miliciano;
Solta todos, liberdade total à toda bandidagem, FodaseTodos FodaseTudo, FodaseoBrasil ....;
Coitados dos bandidos sem poder pagar advogados..., eternamente presos.., Ja quem tem dinheiro sujo, SOLTO URGENTE;
De quem é o triplex tamples tipeques vai Brasil adoro kkkkkkk;
Compensa ser B A N D I D O no Brasil!;
NÃO É MAIS SAIDINHA...AGORA É UMA SAIDONA DE UMA MANADA DE BANDIDOS....obrigado stf...vergonha....;
Estamos te esperando de braços abertos Presidente. Facistas não mais !;
MELHOR ELE NA RUA PRA PODER SER HOSTILIZADO;
a Cada dia vai ser solto um bandido perigoso, e seus seguidores agradecem.;
Pais da vergonha !!!!!;
No Brasil o crime compensa, malditos bandidos, por conta desses vermes, muito dinheiro foi desviado da saúde, educação e segurança pública! Por conta desses vermes que vemos tantas pessoas vitimas de bandidos nas ruas, eles são demônios e seus apoiadores são tão bandidos quanto, a diferença é que esses monstros não morrem nas mãos de bandidos na rua ja os vermes burros que apoiam eles morrem, o último a sair desse inferno que apague a luz!;
VERGONHA, VERGONHA, ESSE PAÍS É UMA PIADA! ONDE OS BANDIDOS ROUBAM E SOLTOS! ;
Tá na hora de por o Cabo e os recos na frente das colunas... ;
Não sei porque existe STF só para esses parasita ganhar o deles e afundar o Brasil;
Inacreditável! Um dia para entrar na Cartilha da Impunidade. ;
Canalhas! Canalhas! Mil vez3s canalhas! Vergonha!;
Escondam suas carteiras, pq agora o maior batedor, o chefe da gangue  está solto.;
vai sair pra voltar. ;
O JUDICIÁRIO É O CÂNCER DO NOSSO BRASIL!!!;
VAI SAIR COM A BOCA SALIVANDO PRA TOMA UMA QUENTINHA NÉ.. O BICHO VAI MERGULHA NUMA PISCINA DE CACHAÇA.. VAI COME TORRESMO QUE NEM O DESGRAÇADO;
viva o brasilllllllllllll;
E ainda tem um bando de parasitas esperando o cara sair da cadeia! Só aqui nesta bosta de lugar mesmo!;
Infelizmente só a intervenção militar para mudar alguma coisa nesse país, tínhamos tudo para ser uma nação próspera, mas não somos e não seremos. ;
Agora o Brasil vai pegar mais fogo ainda hehehehe.;
"Já está tatuado na testa dele ... ""LU L@ L@ DR@""";
Esse é o Brasil que eu não queria. ;
Viva a República dos BANANAS...;
Bando de CANALHAS  como acabar com bandidos desse jeito.... daqui a uns dias o país estará cheio de marginais á solta... INTERVENÇÃO MILITAR JÁ !!!;
Continuem preferindo o futebol é melhor que ir pra rua protestar. Tá ótimo o Brasil agradece. Tá muito bom ser escravo.;
eu so nao vou pois tenho mas de 61 anos mas quando me aposentar estarei indo embora tbm nosso brasil esta virando uma vergonha para o mundo;
